"atc","parent","sv","en"
"A06AX01","A06AX","Glycerol","Glycerol"
"A06AX02","A06AX","Koldioxidutvecklande medel","Carbon dioxide producing drugs"
"A06AX03","A06AX","Lubiproston","Lubiprostone"
"A06AX04","A06AX","Linaklotid","Linaclotide"
"A06AX05","A06AX","Prukaloprid","Prucalopride"
"A06AX06","A06AX","Tegaserod","Tegaserod"
"A06AX07","A06AX","Plekanatid","Plecanatide"
"A06AX08","A06AX","Tenapanor","Tenapanor"
"A06AX09","A06AX","Elobixibat","Elobixibat"
"A07","A","Antidiarroika, intestinala antiinflammatoriska och antiinfektiva medel","Antidiarrheals, intestinal antiinflammatory/antiinfective agents"
"A07A","A07","Medel vid tarminfektioner","Intestinal antiinfectives"
"A07AA","A07A","Antibiotika","Antibiotics"
"A07AA01","A07AA","Neomycin","Neomycin"
"A07AA02","A07AA","Nystatin","Nystatin"
"A07AA03","A07AA","Natamycin","Natamycin"
"A07AA04","A07AA","Streptomycin","Streptomycin"
"A07AA05","A07AA","Polymyxin B","Polymyxin B"
"A07AA06","A07AA","Paromomycin","Paromomycin"
"A07AA07","A07AA","Amfotericin B","Amphotericin B"
"A07AA08","A07AA","Kanamycin","Kanamycin"
"A07AA09","A07AA","Vankomycin","Vancomycin"
"A07AA10","A07AA","Kolistin","Colistin"
"A07AA11","A07AA","Rifaximin","Rifaximin"
"A07AA12","A07AA","Fidaxomicin","Fidaxomicin"
"A07AA13","A07AA","Rifamycin","Rifamycin"
"A07AA51","A07AA","Neomycin, kombinationer","Neomycin, combinations"
"A07AA54","A07AA","Streptomycin, kombinationer","Streptomycin, combinations"
"A07AB","A07A","Sulfonamider","Sulfonamides"
"A07AB02","A07AB","Ftalylsulfatiazol","Phthalylsulfathiazole"
"A07AB03","A07AB","Sulfaguanidin","Sulfaguanidine"
"A07AB04","A07AB","Succinylsulfatiazol","Succinylsulfathiazole"
"A07AC","A07A","Imidazolderivat","Imidazole derivatives"
"A07AC01","A07AC","Mikonazol","Miconazole"
"A07AX","A07A","Övriga medel vid intestinala infektioner","Other intestinal antiinfectives"
"A07AX01","A07AX","Broxykinoliner","Broxyquinoline"
"A07AX02","A07AX","Acetarsol","Acetarsol"
"A07AX03","A07AX","Nifuroxazid","Nifuroxazide"
"A07AX04","A07AX","Nifurzid","Nifurzide"
"A07B","A07","Antidiarroika","Intestinal adsorbents"
"A07BA","A07B","Adsorberande medel","Charcoal preparations"
"A07BA01","A07BA","Medicinskt kol","Medicinal charcoal"
"A07BA51","A07BA","Medicinskt kol, kombinationer","Medicinal charcoal, combinations"
"A07BB","A07B","Vismutpreparat","Bismuth preparations"
"A07BC","A07B","Övriga antidiarroika","Other intestinal adsorbents"
"A07BC01","A07BC","Pektin","Pectin"
"A07BC02","A07BC","Kaolin","Kaolin"
"A07BC03","A07BC","Krospovidon","Crospovidone"
"A07BC04","A07BC","Attapulgit","Attapulgite"
"A07BC05","A07BC","Diosmektit","Diosmectite"
"A07BC30","A07BC","Kombinationer","Combinations"
"A07BC54","A07BC","Attapulgit, kombinationer","Attapulgite, combinations"
"A07C","A07","Elektrolyter med kolhydrater","Electrolytes with carbohydrates"
"A07CA","A07C","Elektrolyter med kolhydrater","Oral rehydration salt formulations"
"A07D","A07","Propulsionsdämpande medel","Antipropulsives"
"A07DA","A07D","Propulsionsdämpande medel","Antipropulsives"
"A07DA01","A07DA","Difenoxylat","Diphenoxylate"
"A07DA02","A07DA","Opium","Opium"
"A07DA03","A07DA","Loperamid","Loperamide"
"A07DA04","A07DA","Difenoxin","Difenoxin"
"A07DA05","A07DA","Loperamidoxid","Loperamide oxide"
"A07DA06","A07DA","Eluxadolin","Eluxadoline"
"A07DA52","A07DA","Morfin, kombinationer","Morphine, combinations"
"A07DA53","A07DA","Loperamid, kombinationer","Loperamide, combinations"
"A07E","A07","Medel vid intestinala inflammationer","Intestinal antiinflammatory agents"
"A07EA","A07E","Kortikosteroider för lokal behandling","Corticosteroids acting locally"
"A07EA01","A07EA","Prednisolon","Prednisolone"
"A07EA02","A07EA","Hydrokortison","Hydrocortisone"
"A07EA03","A07EA","Prednison","Prednisone"
"A07EA04","A07EA","Betametason","Betamethasone"
"A07EA05","A07EA","Tixokortol","Tixocortol"
"A07EA06","A07EA","Budesonid","Budesonide"
"A07EA07","A07EA","Beklometason","Beclometasone"
"A07EB","A07E","Antiallergika, exkl. kortikosteroider","Antiallergic agents, excl. corticosteroids"
"A07EB01","A07EB","Natriumkromoglikat","Cromoglicic acid"
"A07EC","A07E","Aminosalicylsyra och liknande medel","Aminosalicylic acid and similar agents"
"A07EC01","A07EC","Sulfasalazin","Sulfasalazine"
"A07EC02","A07EC","Mesalazin","Mesalazine"
"A07EC03","A07EC","Olsalazin","Olsalazine"
"A07EC04","A07EC","Balsalazid","Balsalazide"
"A07F","A07","Antidiarroika, mikroorganismer","Antidiarrheal microorganisms"
"A07FA","A07F","Antidiarroika, mikroorganismer","Antidiarrheal microorganisms"
"A07FA01","A07FA","Mjölksyreproducerande organismer","Lactic acid producing organisms"
"A07FA02","A07FA","Saccharomyces boulardii","Saccharomyces boulardii"
"A07FA03","A07FA","Escherichia coli","Escherichia coli"
"A07FA51","A07FA","Mjölksyreproducerande organismer, kombinationer","Lactic acid producing organisms, combinations"
"A07X","A07","Övriga medel mot diarre","Other antidiarrheals"
"A07XA","A07X","Övriga medel mot diarre","Other antidiarrheals"
"A07XA01","A07XA","Albumintannat","Albumin tannate"
"A07XA02","A07XA","Ceratonia","Ceratonia"
"A07XA03","A07XA","Kalciumföreningar","Calcium compounds"
"A07XA04","A07XA","Racekadotril","Racecadotril"
"A07XA06","A07XA","Krofelemer","Crofelemer"
"A07XA51","A07XA","Albumin tannat, kombinationer","Albumin tannate, combinations"
"A08","A","Antiobesitasmedel, exkl. dietprodukter","Antiobesity preparations, excl. diet products"
"A08A","A08","Antiobesitasmedel, exkl. dietprodukter","Antiobesity preparations, excl. diet products"
"A08AA","A08A","Antiobesitasmedel, centralt verkande","Centrally acting antiobesity products"
"A08AA01","A08AA","Fentermin","Phentermine"
"A08AA02","A08AA","Fenfluramin","Fenfluramine"
"A08AA03","A08AA","Amfepramon","Amfepramone"
"A08AA04","A08AA","Dexfenfluramin","Dexfenfluramine"
"A08AA05","A08AA","Mazindol","Mazindol"
"A08AA06","A08AA","Etilamfetamin","Etilamfetamine"
"A08AA07","A08AA","Katin","Cathine"
"A08AA08","A08AA","Klobenzorex","Clobenzorex"
"A08AA09","A08AA","Mefenorex","Mefenorex"
"A08AA10","A08AA","Sibutramin","Sibutramine"
"A08AA11","A08AA","Lorkaserin","Lorcaserin"
"A08AA12","A08AA","Setmelanotid","Setmelanotide"
"A08AA51","A08AA","Fentermin och topiramat","Phentermine and topiramate"
"A08AA56","A08AA","Efedrin, kombinationer","Ephedrine, combinations"
"A08AA62","A08AA","Bupropion och naltrexon","Bupropion and naltrexone"
"A08AB","A08A","Antiobesitasmedel, perifert verkande","Peripherally acting antiobesity products"
"A08AB01","A08AB","Orlistat","Orlistat"
"A08AX","A08A","Övriga antiobesitasmedel","Other antiobesity drugs"
"A08AX01","A08AX","Rimonabant","Rimonabant"
"A09","A","Digestionsmedel, inkl. enzymer","Digestives, incl. Enzymes"
"A09A","A09","Digestionsmedel, inkl. enzymer","Digestives, incl. enzymes"
"A09AA","A09A","Digestionsenzymer","Enzyme preparations"
"A09AA01","A09AA","Diastas","Diastase"
"A09AA02","A09AA","Multienzymer (lipas, proteas m.fl.)","Multienzymes (lipase, protease etc.)"
"A09AA03","A09AA","Pepsin","Pepsin"
"A09AA04","A09AA","Tilaktas","Tilactase"
"A09AB","A09A","Saltsyraersättningsmedel","Acid preparations"
"A09AB01","A09AB","Aciglumin","Glutamic acid hydrochloride"
"A09AB02","A09AB","Betainhydroklorid","Betaine hydrochloride"
"A09AB03","A09AB","Saltsyra","Hydrochloric acid"
"A09AB04","A09AB","Citronsyra","Citric acid"
"A09AC","A09A","Enzym och syra, kombinationer","Enzyme and acid preparations, combinations"
"A09AC01","A09AC","Pepsin och syra","Pepsin and acid preparations"
"A09AC02","A09AC","Multienzymer och syra","Multienzymes and acid preparations"
"A10","A","Diabetesmedel","Drugs used in diabetes"
"A10A","A10","Insuliner och analoger","Insulins and analogues"
"A10AA","A10A","Insuliner och analoger","Insulins and analogues"
"A10AB","A10A","Insuliner och analoger för injektion, snabbverkande","Insulins and analogues for injection, fast-acting"
"A10AB01","A10AB","Insulin (humant)","Insulin (human)"
"A10AB02","A10AB","Insulin (bovint)","Insulin (beef)"
"A10AB03","A10AB","Insulin (svin)","Insulin (pork)"
"A10AB04","A10AB","Insulin, lispro","Insulin lispro"
"A10AB05","A10AB","Insulin, aspart","Insulin aspart"
"A10AB06","A10AB","Insulin, glulisin","Insulin glulisine"
"A10AB30","A10AB","Kombinationer","Combinations"
"A10AC","A10A","Insuliner och analoger för injektion, medellångverkande","Insulins and analogues for injection, intermediate-acting"
"A10AC01","A10AC","Insulin (humant)","Insulin (human)"
"A10AC02","A10AC","Insulin (bovint)","Insulin (beef)"
"A10AC03","A10AC","Insulin (svin)","Insulin (pork)"
"A10AC04","A10AC","Insulin, lispro","Insulin lispro"
"A10AC30","A10AC","Kombinationer","Combinations"
"A10AD","A10A","Insuliner och analoger för injektion, medellång- eller långverkande i kombination med snabbverkande","Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting"
"A10AD01","A10AD","Insulin (humant)","Insulin (human)"
"A10AD02","A10AD","Insulin (bovint)","Insulin (beef)"
"A10AD03","A10AD","Insulin (svin)","Insulin (pork)"
"A10AD04","A10AD","Insulin, lispro","Insulin lispro"
"A10AD05","A10AD","Insulin, aspart","Insulin aspart"
"A10AD06","A10AD","Insulin, degludek och insulin, aspart","Insulin degludec and insulin aspart"
"A10AD30","A10AD","Kombinationer","Combinations"
"A10AD54","A10AD","Isotretionin kombinationer","Isotretionin, combinations"
"A10AE","A10A","Insuliner och analoger för injektion, långverkande","Insulins and analogues for injection, long-acting"
"A10AE01","A10AE","Insulin (humant)","Insulin (human)"
"A10AE02","A10AE","Insulin (bovint)","Insulin (beef)"
"A10AE03","A10AE","Insulin (svin)","Insulin (pork)"
"A10AE04","A10AE","Insulin, glargin","Insulin glargine"
"A10AE05","A10AE","Insulin, detemir","Insulin detemir"
"A10AE06","A10AE","Insulin, degludek","Insulin degludec"
"A10AE07","A10AE","Insulin, ikodek","Insulin icodec"
"A10AE30","A10AE","Kombinationer","Combinations"
"A10AE54","A10AE","Insulin, glargin och lixisenatid","Insulin glargine and lixisenatide"
"A10AE56","A10AE","Insulin, degludek och liraglutid","Insulin degludec and liraglutide"
"A10AF","A10A","Insuliner och analoger för inhalation","Insulins and analogues for inhalation"
"A10AF01","A10AF","Insulin (humant)","Insulin (human)"
"A10B","A10","Blodglukossänkande medel, exkl. insuliner","Blood glucose lowering drugs, excl. insulins"
"A10BA","A10B","Biguanidderivat","Biguanides"
"A10BA01","A10BA","Fenformin","Phenformin"
"A10BA02","A10BA","Metformin","Metformin"
"A10BA03","A10BA","Buformin","Buformin"
"A10BB","A10B","Sulfonylureaföreningar","Sulfonylureas"
"A10BB01","A10BB","Glibenklamid","Glibenclamide"
"A10BB02","A10BB","Klorpropamid","Chlorpropamide"
"A10BB03","A10BB","Tolbutamid","Tolbutamide"
"A10BB04","A10BB","Glibornurid","Glibornuride"
"A10BB05","A10BB","Tolazamid","Tolazamide"
"A10BB06","A10BB","Karbutamid","Carbutamide"
"A10BB07","A10BB","Glipizid","Glipizide"
"A10BB08","A10BB","Glikidon","Gliquidone"
"A10BB09","A10BB","Gliklazid","Gliclazide"
"A10BB10","A10BB","Metahexamid","Metahexamide"
"A10BB11","A10BB","Glisoxepid","Glisoxepide"
"A10BB12","A10BB","Glimepirid","Glimepiride"
"A10BB31","A10BB","Acetohexamid","Acetohexamide"
"A10BC","A10B","Bensensulfonamidderivat","Sulfonamides (heterocyclic)"
"A10BC01","A10BC","Glymidin","Glymidine"
"A10BD","A10B","Perorala blodglukossänkande medel, kombinationer","Combinations of oral blood glucose lowering drugs"
"A10BD01","A10BD","Fenformin och sulfonylureaföreningar","Phenformin and sulfonylureas"
"A10BD02","A10BD","Metformin och sulfonylureaföreningar","Metformin and sulfonylureas"
"A10BD03","A10BD","Metformin och rosiglitazon","Metformin and rosiglitazone"
"A10BD04","A10BD","Glimepirid och rosiglitazon","Glimepiride and rosiglitazone"
"A10BD05","A10BD","Metformin och pioglitazon","Metformin and pioglitazone"
"A10BD06","A10BD","Glimepirid och pioglitazon","Glimepiride and pioglitazone"
"A10BD07","A10BD","Metformin och sitagliptin","Metformin and sitagliptin"
"A10BD08","A10BD","Metformin och vildagliptin","Metformin and vildagliptin"
"A10BD09","A10BD","Pioglitazon och alogliptin","Pioglitazone and alogliptin"
"A10BD10","A10BD","Metformin och saxagliptin","Metformin and saxagliptin"
"A10BD11","A10BD","Metformin och linagliptin","Metformin and linagliptin"
"A10BD12","A10BD","Pioglitazon och sitagliptin","Pioglitazone and sitagliptin"
"A10BD13","A10BD","Metformin och alogliptin","Metformin and alogliptin"
"A10BD14","A10BD","Metformin och repaglinid","Metformin and repaglinide"
"A10BD15","A10BD","Metformin och dapagliflozin","Metformin and dapagliflozin"
"A10BD16","A10BD","Metformin och kanagliflozin","Metformin and canagliflozin"
"A10BD17","A10BD","Metformin och akarbos","Metformin and acarbose"
"A10BD18","A10BD","Metformin och gemigliptin","Metformin and gemigliptin"
"A10BD19","A10BD","Linagliptin och empagliflozin","Linagliptin and empagliflozin"
"A10BD20","A10BD","Metformin och empagliflozin","Metformin and empagliflozin"
"A10BD21","A10BD","Saxagliptin och dapagliflozin","Saxagliptin and dapagliflozin"
"A10BD22","A10BD","Metformin och evogliptin","Metformin and evogliptin"
"A10BD23","A10BD","Metformin och ertugliflozin","Metformin and ertugliflozin"
"A10BD24","A10BD","Sitagliptin och ertugliflozin","Sitagliptin and ertugliflozin"
"A10BD25","A10BD","Metformin, saxagliptin och dapagliflozin","Metformin, saxagliptin and dapagliflozin"
"A10BD26","A10BD","Metformin och lobeglitazon","Metformin and lobeglitazone"
"A10BD27","A10BD","Metformin, linagliptin och empagliflozin","Metformin, linagliptin and empagliflozin"
"A10BD28","A10BD","Metformin och teneligliptin","Metformin and teneligliptin"
"A10BD29","A10BD","Sitagliptin och dapagliflozin","Sitagliptin and dapagliflozin"
"A10BD30","A10BD","Gemigliptin och dapagliflozin","Gemigliptin and dapagliflozin"
"A10BE","A10B","Aldosreduktashämmare","Aldose reductase inhibitors"
"A10BE01","A10BE","Tolrestat","Tolrestat"
"A10BF","A10B","Alfa-glukosidashämmare","Alpha glucosidase inhibitors"
"A10BF01","A10BF","Akarbos","Acarbose"
"A10BF02","A10BF","Miglitol","Miglitol"
"A10BF03","A10BF","Voglibos","Voglibose"
"A10BG","A10B","Tiazolidindioner","Thiazolidinediones"
"A10BG01","A10BG","Troglitazon","Troglitazone"
"A10BG02","A10BG","Rosiglitazon","Rosiglitazone"
"A10BG03","A10BG","Pioglitazon","Pioglitazone"
"A10BG04","A10BG","Lobeglitazon","Lobeglitazone"
"A10BH","A10B","Dipeptidylpeptidas 4 (DPP-4) hämmare","Dipeptidyl peptidase 4 (DPP-4) inhibitors"
"A10BH01","A10BH","Sitagliptin","Sitagliptin"
"A10BH02","A10BH","Vildagliptin","Vildagliptin"
"A10BH03","A10BH","Saxagliptin","Saxagliptin"
"A10BH04","A10BH","Alogliptin","Alogliptin"
"A10BH05","A10BH","Linagliptin","Linagliptin"
"A10BH06","A10BH","Gemigliptin","Gemigliptin"
"A10BH07","A10BH","Evogliptin","Evogliptin"
"A10BH08","A10BH","Teneligliptin","Teneligliptin"
"A10BH51","A10BH","Sitagliptin och simvastatin","Sitagliptin and simvastatin"
"A10BH52","A10BH","Gemigliptin och rosuvastatin","Gemigliptin and rosuvastatin"
"A10BJ","A10B","Glukagonlikpeptid-1-receptor(Glp-1)analoger","Glucagon-Like Peptide-1 Receptor (Glp-1) Analogues"
"A10BJ01","A10BJ","Exenatid","Exenatide"
"A10BJ02","A10BJ","Liraglutid","Liraglutide"
"A10BJ03","A10BJ","Lixisenatid","Lixisenatide"
"A10BJ04","A10BJ","Albiglutid","Albiglutide"
"A10BJ05","A10BJ","Dulaglutid","Dulaglutide"
"A10BJ06","A10BJ","Semaglutid","Semaglutide"
"A10BJ07","A10BJ","Beinaglutid","Beinaglutide"
"A10BK","A10B","Natriumglukossamtransportör 2(Sglt2)hämmare","Sodium-Glucose Co-Transporter 2 (Sglt2) Inhibitors"
"A10BK01","A10BK","Dapagliflozin","Dapagliflozin"
"A10BK02","A10BK","Kanagliflozin","Canagliflozin"
"A10BK03","A10BK","Empagliflozin","Empagliflozin"
"A10BK04","A10BK","Ertugliflozin","Ertugliflozin"
"A10BK05","A10BK","Ipragliflozin","Ipragliflozin"
"A10BK06","A10BK","Sotagliflozin","Sotagliflozin"
"A10BK07","A10BK","Luseogliflozin","Luseogliflozin"
"A10BK08","A10BK","Bexagliflozin","Bexagliflozin"
"A10BK09","A10BK","Enavogliflozin","Enavogliflozin"
"A10BX","A10B","Övriga blodglukossänkande medel, exkl insuliner","Other blood glucose lowering drugs, excl. insulins"
"A10BX01","A10BX","Guargummi","Guar gum"
"A10BX02","A10BX","Repaglinid","Repaglinide"
"A10BX03","A10BX","Nateglinid","Nateglinide"
"A10BX04","A10BX","Exenatid","Exenatide"
"A10BX05","A10BX","Pramlintid","Pramlintide"
"A10BX06","A10BX","Benfluorex","Benfluorex"
"A10BX07","A10BX","Liraglutid","Liraglutide"
"A10BX08","A10BX","Mitiglinid","Mitiglinide"
"A10BX09","A10BX","Dapagliflozin","Dapagliflozin"
"A10BX10","A10BX","Lixisenatid","Lixisenatide"
"A10BX11","A10BX","Kanagliflozin","Canagliflozin"
"A10BX12","A10BX","Empagliflozin","Empagliflozin"
"A10BX13","A10BX","Albiglutid","Albiglutide"
"A10BX14","A10BX","Dulaglutid","Dulaglutide"
"A10BX15","A10BX","Imeglimin","Imeglimin"
"A10BX16","A10BX","Tirzepatid","Tirzepatide"
"A10BX17","A10BX","Karfloglitazar","Carfloglitazar"
"A10BX18","A10BX","Dorzagliatin","Dorzagliatin"
"A10X","A10","Övriga diabetesmedel","Other drugs used in diabetes"
"A10XA","A10X","Aldos reduktashämmare","Aldose reductase inhibitors"
"A10XA01","A10XA","Tolrestat","Tolrestat"
"A10XX","A10X","Övriga diabetesmedel","Other drugs used in diabetes"
"A10XX01","A10XX","Teplizumab","Teplizumab"
"A10XX02","A10XX","Donislecel","Donislecel"
"A11","A","Vitaminer","Vitamins"
"A11A","A11","Multivitaminer, kombinationer","Multivitamins, combinations"
"A11AA","A11A","Multivitaminer och mineralämnen","Multivitamins with minerals"
"A11AA01","A11AA","Multivitaminer och järn","Multivitamins and iron"
"A11AA02","A11AA","Multivitaminer och kalcium","Multivitamins and calcium"
"A11AA03","A11AA","Multivitaminer och andra mineralämnen inkl. kombinationer","Multivitamins and other minerals, incl. combinations"
"A11AA04","A11AA","Multivitaminer och spårelement","Multivitamins and trace elements"
"A11AB","A11A","Multivitaminer, övriga kombinationer","Multivitamins, other combinations"
"A11B","A11","Multivitaminer","Multivitamins, plain"
"A11BA","A11B","Multivitaminer","Multivitamins, plain"
"A11C","A11","Vitamin A och D, inkl. kombinationer av de två","Vitamin A and D, incl. combinations of the two"
"A11CA","A11C","Retinol (vitamin A)","Vitamin A, plain"
"A11CA01","A11CA","Retinol (vitamin A)","Retinol (vit A)"
"A11CA02","A11CA","Betakaroten","Betacarotene"
"A11CB","A11C","Vitamin A och D i kombination","Vitamin A and D in combination"
"A11CC","A11C","Vitamin D och analoger","Vitamin D and analogues"
"A11CC01","A11CC","Ergokalciferol","Ergocalciferol"
"A11CC02","A11CC","Dihydrotakysterol","Dihydrotachysterol"
"A11CC03","A11CC","Alfakalcidol","Alfacalcidol"
"A11CC04","A11CC","Kalcitriol","Calcitriol"
"A11CC05","A11CC","Kolekalciferol","Colecalciferol"
"A11CC06","A11CC","Kalcifediol","Calcifediol"
"A11CC07","A11CC","Parikalcitol","Paricalcitol"
"A11CC20","A11CC","Kombinationer","Combinations"
"A11CC55","A11CC","Kolekalciferol, kombinationer","Colecalciferol, combinations"
"A11D","A11","Vitamin B1, inkl. kombinationer med vitamin B6 och B12","Vitamin B1, plain and in combination with vitamin B6 and B12"
"A11DA","A11D","Tiamin (vitamin B1)","Vitamin B1, plain"
"A11DA01","A11DA","Tiamin (vitamin B1)","Thiamine (vit B1)"
